isco4_code,isco4_label,isco2_code,isco2_label,employment_estonia,felten_aei_isco4_exposure,ilo_wp140_exposure,demirev_ai_products_exposure,felten_aei_isco4_z,ilo_wp140_z,demirev_ai_products_z,felten_aei_isco4_quintile,ilo_wp140_quintile,demirev_ai_products_quintile,ensemble_z_mean,ensemble_z_sd,n_models,top_quintile_count,bottom_quintile_count,tier_label_quintile,tier_label_ensemble,tootukassa_balance_national,tootukassa_demand_national,notes
4229,Client information workers not elsewhere classified,42,Customer services clerks,2181,0.9384,0.33,0.4073,1.3049968629384439,0.42718628397080827,1.3443567318669396,5,4,5,1.0255132929253972,0.42338611774905555,3,2,0,Robust High,Robust High,,,
4311,Accounting and bookkeeping clerks,43,Numerical & material recording clerks,6278,0.9273,1.0,0.0877,1.2630193050846086,2.686231491674511,-0.5957385305170851,5,5,2,1.1178374220806782,1.3437857321774436,3,2,0,Contested High,Contested High,2.0,4.0,
4312,"Statistical, finance and insurance clerks",43,Numerical & material recording clerks,449,0.9514,1.0,0.1258,1.3541597685330258,2.686231491674511,-0.3644568362216179,5,5,3,1.225311474661973,1.2487663861095157,3,2,0,Contested High,Contested High,,,
4313,Payroll clerks,43,Numerical & material recording clerks,197,0.9472,0.33,0.2193,1.338276368264007,0.42718628397080827,0.20312422458221915,5,4,4,0.6561956256056781,0.49090158976001635,3,1,0,Contested High,Contested High,,,
4321,Stock clerks,43,Numerical & material recording clerks,6803,0.434,0.66,0.403,-0.6025238741313333,1.5398503414965126,1.3182540734556403,2,5,5,0.7518601802736065,0.9619575013558491,3,2,0,Contested High,Contested High,3.0,3.0,
4322,Production clerks,43,Numerical & material recording clerks,1089,0.7909,0.33,0.319,0.7471869725383803,0.42718628397080827,0.8083416765837438,4,4,5,0.6609049776976441,0.16713925392668408,3,1,0,Contested High,Contested High,,,
4323,Transport clerks,43,Numerical & material recording clerks,3536,0.9407,0.33,0.0767,1.313694915466716,0.42718628397080827,-0.6625127729645953,5,4,2,0.35945614215764293,0.8082036608167029,3,1,0,Contested High,Mixed,3.0,3.0,
4411,Library clerks,44,Other clerical support workers,225,0.6287,0.33,0.0,0.13378518119675087,0.42718628397080827,-1.128111354394053,3,4,1,-0.18904662974216466,0.6747359827327049,3,0,1,Mixed,Mixed,,,
4412,Mail carriers and sorting clerks,44,Other clerical support workers,1627,0.34,0.33,0.1845,-0.9580094991998483,0.42718628397080827,-0.008125196978995055,2,4,3,-0.1796494707360117,0.5783639406661669,3,0,0,Mixed,Mixed,3.0,3.0,
4413,"Coding, proof-reading and related clerks",44,Other clerical support workers,48,0.9558,0.33,0.0,1.370799521195807,0.42718628397080827,-1.128111354394053,5,4,1,0.22329148359085407,1.0303134501214688,3,1,1,Contested High,Mixed,,,
4414,Scribes and related workers,44,Other clerical support workers,0,0.5747,1.0,,-0.07042996511920482,2.686231491674511,,3,5,,1.3079007632776531,1.378330728396858,2,1,0,Contested High,Contested High,,,partial_coverage|no_employment_signal
4415,Filing and copying clerks,44,Other clerical support workers,344,0.5621,0.33,0.1595,-0.1180801659262609,0.42718628397080827,-0.15988483890515465,3,4,3,0.049740426379797566,0.267439637089915,3,0,0,Mixed,Mixed,,,
4416,Personnel clerks,44,Other clerical support workers,865,0.9739,1.0,0.2339,1.4392494128313404,2.686231491674511,0.29175185546709637,5,5,4,1.4724109199909823,0.9778234149445808,3,2,0,Contested High,Contested High,,,
4419,Clerical support workers not elsewhere classified,44,Other clerical support workers,3552,0.8734,1.0,0.6684,1.0591823349655343,2.686231491674511,2.9293344321437504,4,5,5,2.224916086261265,0.8302514254122906,3,2,0,Contested High,Contested High,,,
5111,Travel attendants and travel stewards,51,Personal service workers,463,0.5022,0.66,0.0,-0.3446077078582192,1.5398503414965126,-1.128111354394053,3,5,1,0.022377093081413408,1.1196765264353041,3,1,1,Contested High,Mixed,,,
5112,Transport conductors,51,Personal service workers,108,0.5628,0.66,0.1672,-0.1154329325480914,1.5398503414965126,-0.11314286919189759,3,5,3,0.4370915132521745,0.7797688059293229,3,1,0,Contested High,Mixed,,,
5113,Travel guides,51,Personal service workers,284,0.7251,0.33,0.0853,0.4983470349904193,0.42718628397080827,-0.6103074561419964,4,4,2,0.10507528760641038,0.5066855143388042,3,0,0,Mixed,Mixed,,,
5120,Cooks,51,Personal service workers,8075,0.4258,0.0,0.1332,-0.633534322275608,-0.6854777735548961,-0.31953598221147456,2,2,3,-0.5461826926806596,0.1616603003370089,3,0,0,Mixed,Mixed,3.0,3.0,
5131,Waiters,51,Personal service workers,3703,0.3601,0.66,0.1733,-0.8819960836266874,1.5398503414965126,-0.0761135165619145,2,5,3,0.19391358043597026,1.0069826220133542,3,1,0,Contested High,Mixed,3.0,3.0,
5132,Bartenders,51,Personal service workers,1259,0.4222,0.0,0.0684,-0.6471486653633384,-0.6854777735548961,-0.7128969740840804,2,2,2,-0.6818411376674383,0.026964530595369903,3,0,0,Mixed,Mixed,3.0,3.0,
5141,Hairdressers,51,Personal service workers,1791,0.5031,0.66,0.1412,-0.3412041220862866,1.5398503414965126,-0.27097289679510356,3,5,3,0.30922444087170753,0.8706561459489177,3,1,0,Contested High,Mixed,3.0,3.0,
5142,Beauticians and related workers,51,Personal service workers,2231,0.5086,0.0,0.1958,-0.3204044312578094,-0.6854777735548961,0.06047016117162913,3,2,4,-0.3151373478803588,0.3045547427050085,3,0,0,Mixed,Mixed,3.0,3.0,
5151,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",51,Personal service workers,1753,0.4308,0.0,0.236,-0.6146255124315381,-0.6854777735548961,0.3044996653888937,2,2,4,-0.33186787353251346,0.4509085230001311,3,0,0,Mixed,Mixed,3.0,3.0,
5152,Domestic housekeepers,51,Personal service workers,33,0.4308,0.0,0.2444,-0.6146255124315381,-0.6854777735548961,0.3554909050760835,2,2,4,-0.31487079363678355,0.4748990180747017,3,0,0,Mixed,Mixed,,,
5153,Building caretakers,51,Personal service workers,2049,0.1924,0.66,0.0627,-1.5161975657967934,1.5398503414965126,-0.7474981724432448,1,5,2,-0.24128179891450854,1.297959543678561,3,1,1,Contested High,Mixed,,,
5161,"Astrologers, fortune-tellers and related workers",51,Personal service workers,0,,0.33,0.0,,0.42718628397080827,-1.128111354394053,,4,1,-0.3504625352116224,0.7776488191824307,2,0,1,Mixed,Mixed,,,partial_coverage|no_employment_signal
5162,Companions and valets,51,Personal service workers,0,0.5747,0.0,0.117,-0.07042996511920482,-0.6854777735548961,-0.417876230179626,3,2,3,-0.39126132295124233,0.2517965006779196,3,0,0,Mixed,Mixed,,,|no_employment_signal
5163,Undertakers and embalmers,51,Personal service workers,97,0.4579,0.0,0.0731,-0.5121397630766791,-0.6854777735548961,-0.6843661614019624,2,2,2,-0.6273278993445125,0.08145157650627914,3,0,0,Mixed,Mixed,,,
5164,Pet groomers and animal care workers,51,Personal service workers,508,0.4442,0.0,0.0236,-0.5639499020494306,-0.6854777735548961,-0.9848502524157584,2,2,1,-0.7447593093400284,0.1768709540850001,3,0,1,Mixed,Mixed,,,
5165,Driving instructors,51,Personal service workers,307,0.7423,0.66,0.275,0.5633933408540199,1.5398503414965126,0.541244706793703,4,5,4,0.8814961297147451,0.4656145341558678,3,1,0,Contested High,Contested High,,,
5169,Personal services workers not elsewhere classified,51,Personal service workers,384,0.6371,0.0,0.0949,0.16555198173478827,-0.6854777735548961,-0.5520317536423511,3,2,2,-0.3573191818208197,0.37371794205088354,3,0,0,Mixed,Mixed,,,
5211,Stall and market salespersons,52,Sales workers,420,0.905,0.66,0.195,1.1786860131800565,1.5398503414965126,0.05561385262999205,5,5,4,0.9247167357688538,0.6319888100920146,3,2,0,Robust High,Contested High,3.0,3.0,
5212,Street food salespersons,52,Sales workers,53,0.648,0.0,0.1595,0.20677318719486085,-0.6854777735548961,-0.15988483890515465,3,2,3,-0.21286314175506335,0.3661811661544584,3,0,0,Mixed,Mixed,,,
5221,Shopkeepers,52,Sales workers,583,0.7559,0.33,0.7629,0.6148253036298904,0.42718628397080827,3.502985878624634,4,4,5,1.514999155408444,1.4078045577393519,3,1,0,Contested High,Contested High,,,
5222,Shop supervisors,52,Sales workers,3049,0.6002,0.33,0.0439,0.026004965085551824,0.42718628397080827,-0.8616214231717169,3,4,2,-0.13614339137178558,0.538501249533589,3,0,0,Mixed,Mixed,4.0,3.0,
5223,Shop sales assistants,52,Sales workers,23694,0.5904,0.33,0.344,-0.011056302208824986,0.42718628397080827,0.9601013185099032,3,4,5,0.4587437667572955,0.3971008999485142,3,1,0,Contested High,Mixed,3.0,3.0,
5230,Cashiers and ticket clerks,52,Sales workers,3843,0.553,0.0,0.3663,-0.1524941998424682,-0.6854777735548961,1.0954709191080378,3,2,5,0.08583298190355786,0.7463441769245187,3,1,0,Contested High,Mixed,3.0,3.0,
5241,Fashion and other models,52,Sales workers,0,0.2804,0.0,0.0,-1.1834025125411625,-0.6854777735548961,-1.128111354394053,1,2,1,-0.998997213496704,0.22283791936200442,3,0,2,Consensus Low,Mixed,,,|no_employment_signal
5242,Sales demonstrators,52,Sales workers,286,0.6294,0.33,0.4785,0.13643241457492036,0.42718628397080827,1.7765681920726424,3,4,5,0.7800622968727904,0.7145639474617669,3,1,0,Contested High,Contested High,,,
5243,Door to door salespersons,52,Sales workers,0,0.905,0.33,0.329,1.1786860131800565,0.42718628397080827,0.8690455333542078,5,4,5,0.8249726101683574,0.3083772339943431,3,2,0,Robust High,Contested High,,,|no_employment_signal
5244,Contact centre salespersons,52,Sales workers,962,0.9081,1.0,0.0,1.1904094752833798,2.686231491674511,-1.128111354394053,5,5,1,0.9161765375212791,1.5692260544514363,3,2,1,Contested High,Contested High,3.0,3.0,
5245,Service station attendants,52,Sales workers,737,0.4442,0.66,0.3249,-0.5639499020494306,1.5398503414965126,0.8441569520783176,2,5,5,0.6066857971751332,0.8751336196049462,3,2,0,Contested High,Contested High,3.0,3.0,
5246,Food service counter attendants,52,Sales workers,4534,0.3199,0.0,0.0877,-1.0340229147730096,-0.6854777735548961,-0.5957385305170851,2,2,2,-0.7717464062816637,0.18904145597382976,3,0,0,Mixed,Mixed,3.0,3.0,
5249,Sales workers not elsewhere classified,52,Sales workers,3671,0.6168,0.0,0.5125,0.0887822137678643,-0.6854777735548961,1.982961305092219,3,2,5,0.46208858176839573,1.1209103480073914,3,1,0,Contested High,Mixed,,,
5311,Child care workers,53,Personal care workers,1212,0.6013,0.0,0.0137,0.030164903251247176,-0.6854777735548961,-1.0449470706185178,3,2,1,-0.5667533136407222,0.44686915469442867,3,0,1,Mixed,Mixed,3.0,3.0,
5312,Teachers' aides,53,Personal care workers,7420,0.7213,0.66,0.1207,0.4839763395089265,1.5398503414965126,-0.39541580317455444,4,5,3,0.5428036259436283,0.7911633838424091,3,1,0,Contested High,Contested High,3.0,3.0,
5321,Health care assistants,53,Personal care workers,7780,0.3986,0.0,0.2855,-0.7363982478273485,-0.6854777735548961,0.6049837564026898,2,2,4,-0.2722974216598516,0.6206796934072266,3,0,0,Mixed,Mixed,4.0,3.0,
5322,Home-based personal care workers,53,Personal care workers,721,0.5211,0.0,0.0923,-0.27313240664763466,-0.6854777735548961,-0.5678147564026718,3,2,2,-0.5088083122017343,0.17343297599822205,3,0,0,Mixed,Mixed,4.0,2.0,
5329,Personal care workers in health services not elsewhere classified,53,Personal care workers,1145,0.4246,0.0,0.2684,-0.6380724366381849,-0.6854777735548961,0.5011801613251968,2,2,4,-0.27412334962262813,0.548563862619516,3,0,0,Mixed,Mixed,,,
5411,Fire-fighters,54,Protective services workers,0,0.3267,0.0,0.2163,-1.0083069333850747,-0.6854777735548961,0.18491306755107997,2,2,4,-0.5029572131296304,0.5039370389853506,3,0,0,Mixed,Mixed,3.0,3.0,|no_employment_signal
5412,Police officers,54,Protective services workers,0,0.4378,0.0,0.1595,-0.5881531786498401,-0.6854777735548961,-0.15988483890515465,2,2,3,-0.4778385970366303,0.22831113774234346,3,0,0,Mixed,Mixed,3.0,3.0,|no_employment_signal
5413,Prison guards,54,Protective services workers,528,0.3922,0.0,0.2193,-0.7606015244277582,-0.6854777735548961,0.20312422458221915,2,2,4,-0.41431835780014503,0.43767369991090693,3,0,0,Mixed,Mixed,,,
5414,Security guards,54,Protective services workers,4066,0.579,0.0,0.2843,-0.054168388653304776,-0.6854777735548961,0.5976992935902342,3,2,4,-0.04731562287265556,0.5238772545236959,3,0,0,Mixed,Mixed,4.0,3.0,
5419,Protective services workers not elsewhere classified,54,Protective services workers,104,0.5253,0.0,0.2715,-0.257249006378616,-0.6854777735548961,0.5199983569240406,3,2,4,-0.1409094743364905,0.49896181572371057,3,0,0,Mixed,Mixed,3.0,3.0,
6111,Field crop and vegetable growers,61,Market-oriented skilled agricultural,479,0.3672,0.0,0.0,-0.8551455736481078,-0.6854777735548961,-1.128111354394053,2,2,1,-0.8895782338656857,0.18233728415378644,3,0,1,Mixed,Mixed,,,
6112,Tree and shrub crop growers,61,Market-oriented skilled agricultural,0,0.3672,0.0,0.0119,-0.8551455736481078,-0.6854777735548961,-1.0558737648372012,2,2,1,-0.865499037346735,0.1513906497496228,3,0,1,Mixed,Mixed,,,|no_employment_signal
6113,"Gardeners, horticultural and nursery growers",61,Market-oriented skilled agricultural,532,0.2747,0.0,0.0225,-1.2049585557634022,-0.6854777735548961,-0.9915276766605096,1,2,1,-0.9606546686596026,0.21319776067970062,3,0,2,Consensus Low,Mixed,3.0,3.0,
6114,Mixed crop growers,61,Market-oriented skilled agricultural,138,0.3672,0.0,0.0,-0.8551455736481078,-0.6854777735548961,-1.128111354394053,2,2,1,-0.8895782338656857,0.18233728415378644,3,0,1,Mixed,Mixed,,,
6121,Livestock and dairy producers,61,Market-oriented skilled agricultural,1584,0.3813,0.0,0.0,-0.8018227298878308,-0.6854777735548961,-1.128111354394053,2,2,1,-0.8718039526122601,0.1873573241556149,3,0,1,Mixed,Mixed,3.0,3.0,
6122,Poultry producers,61,Market-oriented skilled agricultural,110,0.3813,0.0,0.0,-0.8018227298878308,-0.6854777735548961,-1.128111354394053,2,2,1,-0.8718039526122601,0.1873573241556149,3,0,1,Mixed,Mixed,,,
6123,Apiarists and sericulturists,61,Market-oriented skilled agricultural,45,0.3813,0.66,0.0,-0.8018227298878308,1.5398503414965126,-1.128111354394053,2,5,1,-0.13002791426179042,1.1882721653480275,3,1,1,Contested High,Mixed,,,
6129,Animal producers not elsewhere classified,61,Market-oriented skilled agricultural,79,0.3813,0.0,0.0,-0.8018227298878308,-0.6854777735548961,-1.128111354394053,2,2,1,-0.8718039526122601,0.1873573241556149,3,0,1,Mixed,Mixed,,,
6130,Mixed crop and animal producers,61,Market-oriented skilled agricultural,681,0.3455,0.0,0.0,-0.9372098083713716,-0.6854777735548961,-1.128111354394053,2,2,1,-0.9169329787734402,0.18127232567885496,3,0,1,Mixed,Mixed,,,
6210,Forestry and related workers,62,Market-oriented skilled forestry/fishery/hunting,1210,0.3247,0.0,0.0,-1.0158704573227026,-0.6854777735548961,-1.128111354394053,2,2,1,-0.9431531950905505,0.18787756987202825,3,0,1,Mixed,Mixed,3.0,3.0,
6221,Aquaculture workers,62,Market-oriented skilled forestry/fishery/hunting,22,0.3813,0.0,0.0239,-0.8018227298878308,-0.6854777735548961,-0.9830291367126445,2,2,1,-0.8234432133851238,0.12243307671064248,3,0,1,Mixed,Mixed,,,
6222,Inland and coastal waters fishery workers,62,Market-oriented skilled forestry/fishery/hunting,0,0.3156,0.0,0.0,-1.05028449123891,-0.6854777735548961,-1.128111354394053,1,2,1,-0.9546245397292864,0.19294946050497483,3,0,2,Consensus Low,Mixed,,,|no_employment_signal
6223,Deep-sea fishery workers,62,Market-oriented skilled forestry/fishery/hunting,103,0.3156,0.0,0.039,-1.05028449123891,-0.6854777735548961,-0.8913663129892441,1,2,1,-0.8757095259276834,0.14934264082452414,3,0,2,Consensus Low,Mixed,,,
6224,Hunters and trappers,62,Market-oriented skilled forestry/fishery/hunting,0,0.3449,0.0,0.0,-0.93947886555266,-0.6854777735548961,-1.128111354394053,2,2,1,-0.9176893311672032,0.18136006465624285,3,0,1,Mixed,Mixed,,,|no_employment_signal
6310,Subsistence crop farmers,63,"Subsistence farmers, fishers, hunters & gatherers",0,0.1461,0.0,,-1.6912931449528814,-0.6854777735548961,,1,2,,-1.1883854592538887,0.5029076856989927,2,0,1,Mixed,Consensus Low,,,partial_coverage|no_employment_signal
6320,Subsistence livestock farmers,63,"Subsistence farmers, fishers, hunters & gatherers",0,0.2842,0.0,,-1.1690318170596692,-0.6854777735548961,,1,2,,-0.9272547953072827,0.24177702175238652,2,0,1,Mixed,Mixed,,,partial_coverage|no_employment_signal
6330,Subsistence mixed crop and livestock farmers,63,"Subsistence farmers, fishers, hunters & gatherers",0,0.2152,0.0,,-1.4299733929078347,-0.6854777735548961,,1,2,,-1.0577255832313655,0.37224780967646925,2,0,1,Mixed,Consensus Low,,,partial_coverage|no_employment_signal
6340,"Subsistence fishers, hunters, trappers and gatherers",63,"Subsistence farmers, fishers, hunters & gatherers",0,0.2,0.0,,-1.487456174833807,-0.6854777735548961,,1,2,,-1.0864669741943516,0.4009892006394555,2,0,1,Mixed,Consensus Low,,,partial_coverage|no_employment_signal
7111,House builders,71,Building & related trades workers (excl electricians),9293,0.8831,0.0,0.0877,1.09586542606303,-0.6854777735548961,-0.5957385305170851,4,2,2,-0.06178362600298374,0.8194009107257387,3,0,0,Mixed,Mixed,3.0,3.0,
7112,Bricklayers and related workers,71,Building & related trades workers (excl electricians),0,0.1756,0.0,0.0975,-1.5797311668728686,-0.6854777735548961,-0.5362487508820305,1,2,2,-0.9338192304365984,0.4607739847438683,3,0,1,Mixed,Mixed,3.0,3.0,|no_employment_signal
7113,"Stonemasons, stone cutters, splitters and carvers",71,Building & related trades workers (excl electricians),343,0.2169,0.0,0.0,-1.4235443975608508,-0.6854777735548961,-1.128111354394053,1,2,1,-1.0790445085032667,0.3033054037238588,3,0,2,Consensus Low,Consensus Low,,,
7114,"Concrete placers, concrete finishers and related workers",71,Building & related trades workers (excl electricians),1403,0.1711,0.0,0.0,-1.5967490957325314,-0.6854777735548961,-1.128111354394053,1,2,1,-1.136779407893827,0.37207544666769765,3,0,2,Consensus Low,Consensus Low,3.0,3.0,
7115,Carpenters and joiners,71,Building & related trades workers (excl electricians),1690,0.2239,0.0,0.0298,-1.397072063779153,-0.6854777735548961,-0.9472138612180709,1,2,1,-1.0099212328507068,0.29387159249434786,3,0,2,Consensus Low,Consensus Low,3.0,3.0,
7119,Building frame and related trades workers not elsewhere classified,71,Building & related trades workers (excl electricians),1996,0.2685,0.0,0.0548,-1.2284054799700488,-0.6854777735548961,-0.7954542192919113,1,2,2,-0.903112490938952,0.23435777661348692,3,0,1,Mixed,Mixed,3.0,3.0,
7121,Roofers,71,Building & related trades workers (excl electricians),365,0.1036,0.0,0.0798,-1.8520180286274759,-0.6854777735548961,-0.6436945773657516,1,2,2,-1.0603967931827079,0.5600205913930134,3,0,1,Mixed,Consensus Low,3.0,3.0,
7122,Floor layers and tile setters,71,Building & related trades workers (excl electricians),461,0.1857,0.0,0.0512,-1.5415353709878474,-0.6854777735548961,-0.8173076077292782,1,2,2,-1.0147735840906738,0.37634493167477684,3,0,1,Mixed,Consensus Low,3.0,3.0,
7123,Plasterers,71,Building & related trades workers (excl electricians),326,0.133,0.0,0.0,-1.7408342267443446,-0.6854777735548961,-1.128111354394053,1,2,1,-1.1848077848977647,0.43270865852676577,3,0,2,Consensus Low,Consensus Low,,,
7124,Insulation workers,71,Building & related trades workers (excl electricians),261,0.1903,0.0,0.0,-1.524139265931303,-0.6854777735548961,-1.128111354394053,1,2,1,-1.1125761312934175,0.34255829875253385,3,0,2,Consensus Low,Consensus Low,,,
7125,Glaziers,71,Building & related trades workers (excl electricians),152,0.2056,0.0,0.0975,-1.466278307808449,-0.6854777735548961,-0.5362487508820305,1,2,2,-0.8960016107484585,0.4078226401343389,3,0,1,Mixed,Mixed,,,
7126,Plumbers and pipe fitters,71,Building & related trades workers (excl electricians),2652,0.266,0.0,0.0768,-1.2378598848920839,-0.6854777735548961,-0.6619057343968908,1,2,2,-0.8617477976146236,0.26612545525832054,3,0,1,Mixed,Mixed,4.0,3.0,
7127,Air conditioning and refrigeration mechanics,71,Building & related trades workers (excl electricians),383,0.4729,0.0,0.0836,-0.4554133335444691,-0.6854777735548961,-0.6206271117929754,2,2,2,-0.5871727396307802,0.09685662222034808,3,0,0,Mixed,Mixed,,,
7131,Painters and related workers,71,Building & related trades workers (excl electricians),1652,0.1303,0.0,0.0,-1.7510449840601425,-0.6854777735548961,-1.128111354394053,1,2,1,-1.1882113706696973,0.4370868555891628,3,0,2,Consensus Low,Consensus Low,3.0,3.0,
7132,Spray painters and varnishers,71,Building & related trades workers (excl electricians),854,0.2349,0.0,0.1354,-1.355472682122199,-0.6854777735548961,-0.3061811337219726,1,2,3,-0.782377196466356,0.43381663715327673,3,0,1,Mixed,Mixed,3.0,3.0,
7133,Building structure cleaners,71,Building & related trades workers (excl electricians),105,,0.0,0.0702,,-0.6854777735548961,-0.7019702798653968,,2,2,-0.6937240267101465,0.00824625315525035,2,0,0,Mixed,Mixed,,,partial_coverage
7211,Metal moulders and coremakers,72,"Metal, machinery & related trades",63,0.1904,0.0,0.1215,-1.5237610897344216,-0.6854777735548961,-0.39055949463291734,1,2,3,-0.8665994526407451,0.480027958047797,3,0,1,Mixed,Mixed,,,
7212,Welders and flamecutters,72,"Metal, machinery & related trades",4219,0.2866,0.0,0.1007,-1.1599555883345156,-0.6854777735548961,-0.5168235167154821,1,2,2,-0.7874189595349645,0.27227280367983214,3,0,1,Mixed,Mixed,4.0,3.0,
7213,Sheet-metal workers,72,"Metal, machinery & related trades",838,0.3151,0.0,0.0274,-1.052175372223317,-0.6854777735548961,-0.9617827868429821,1,2,1,-0.8998119775403984,0.15598518759059454,3,0,2,Consensus Low,Mixed,,,
7214,Structural-metal preparers and erectors,72,"Metal, machinery & related trades",1519,0.1439,0.0,0.0627,-1.699613021284272,-0.6854777735548961,-0.7474981724432448,1,2,2,-1.044196322427471,0.4641407253013015,3,0,1,Mixed,Consensus Low,4.0,3.0,
7215,Riggers and cable splicers,72,"Metal, machinery & related trades",144,0.2525,0.0,0.1054,-1.2889136714710727,-0.6854777735548961,-0.48829270403336417,1,2,2,-0.820894716353111,0.3405894837609585,3,0,1,Mixed,Mixed,,,
7221,"Blacksmiths, hammersmiths and forging press workers",72,"Metal, machinery & related trades",113,0.3693,0.0,0.0813,-0.8472038735135985,-0.6854777735548961,-0.634588998850182,2,2,2,-0.7224235486395588,0.09064588225429746,3,0,0,Mixed,Mixed,,,
7222,Toolmakers and related workers,72,"Metal, machinery & related trades",1655,0.4314,0.0,0.1399,-0.6123564552502497,-0.6854777735548961,-0.2788643981752639,2,2,3,-0.52556620899347,0.17698026141049136,3,0,0,Mixed,Mixed,4.0,3.0,
7223,Metal working machine tool setters and operators,72,"Metal, machinery & related trades",2647,0.3366,0.0,0.1412,-0.970867489893816,-0.6854777735548961,-0.27097289679510356,2,2,3,-0.6424393867479385,0.2873468721672026,3,0,0,Mixed,Mixed,4.0,3.0,
7224,"Metal polishers, wheel grinders and tool sharpeners",72,"Metal, machinery & related trades",346,0.3107,0.0,0.2437,-1.0688151248860984,-0.6854777735548961,0.35124163510215095,1,2,4,-0.46768375444628113,0.599842188394411,3,0,1,Mixed,Mixed,4.0,3.0,
7231,Motor vehicle mechanics and repairers,72,"Metal, machinery & related trades",5374,0.3317,0.0,0.2537,-0.9893981235410046,-0.6854777735548961,0.4119454918726147,2,2,4,-0.42097680174109536,0.6018923243587467,3,0,0,Mixed,Mixed,4.0,3.0,
7232,Aircraft engine mechanics and repairers,72,"Metal, machinery & related trades",214,0.5001,0.0,0.2782,-0.35254940799272855,-0.6854777735548961,0.5606699409602512,3,2,4,-0.15911908019579116,0.5268032525725673,3,0,0,Mixed,Mixed,,,
7233,Agricultural and industrial machinery mechanics and repairers,72,"Metal, machinery & related trades",3448,0.3013,0.0,0.1421,-1.1043636873929499,-0.6854777735548961,-0.26550954968576174,1,2,3,-0.6851170035445359,0.34246086268201786,3,0,1,Mixed,Mixed,4.0,3.0,
7234,Bicycle and related repairers,72,"Metal, machinery & related trades",128,0.4627,0.0,0.1462,-0.4939873056263718,-0.6854777735548961,-0.24062096840987163,2,2,3,-0.47336201586371324,0.18219668164615366,3,0,0,Mixed,Mixed,,,
7311,Precision-instrument makers and repairers,73,Handicraft & printing workers,237,0.5629,0.0,0.0986,-0.11505475635121004,-0.6854777735548961,-0.5295713266372796,3,2,2,-0.4433679521811286,0.24071957539103425,3,0,0,Mixed,Mixed,,,
7312,Musical instrument makers and tuners,73,Handicraft & printing workers,41,0.5176,0.0,0.0423,-0.2863685735384839,-0.6854777735548961,-0.8713340402549911,3,2,2,-0.614393462449457,0.24404355318496795,3,0,0,Mixed,Mixed,,,
7313,Jewellery and precious-metal workers,73,Handicraft & printing workers,128,0.5511,0.0,0.027,-0.15967954758321484,-0.6854777735548961,-0.9642109411138008,3,2,1,-0.6031227540839706,0.33357103463191473,3,0,1,Mixed,Mixed,,,
7314,Potters and related workers,73,Handicraft & printing workers,23,0.2988,0.0,0.1831,-1.113818092314985,-0.6854777735548961,-0.0166237369268599,1,2,3,-0.6053065342655802,0.45150078189727744,3,0,1,Mixed,Mixed,,,
7315,"Glass makers, cutters, grinders and finishers",73,Handicraft & printing workers,494,0.2886,0.0,0.0,-1.1523920643968875,-0.6854777735548961,-1.128111354394053,1,2,1,-0.9886603974486121,0.2146115340063985,3,0,2,Consensus Low,Mixed,,,
7316,"Sign writers, decorative painters, engravers and etchers",73,Handicraft & printing workers,36,0.3692,0.0,0.1086,-0.84758204971048,-0.6854777735548961,-0.46886746986681566,2,2,2,-0.6673090977107305,0.1551424266773139,3,0,0,Mixed,Mixed,,,
7317,"Handicraft workers in wood, basketry and related materials",73,Handicraft & printing workers,126,0.3343,0.0,0.1524,-0.9795655424220883,-0.6854777735548961,-0.20298457721218396,2,2,3,-0.6226759643963894,0.32013283629015915,3,0,0,Mixed,Mixed,,,
7318,"Handicraft workers in textile, leather and related materials",73,Handicraft & printing workers,202,0.3171,0.0,0.0585,-1.044611848285689,-0.6854777735548961,-0.7729937922868396,1,2,2,-0.834361138042475,0.15290254903478978,3,0,1,Mixed,Mixed,,,
7319,Handicraft workers not elsewhere classified,73,Handicraft & printing workers,335,0.3343,0.0,0.4136,-0.9795655424220883,-0.6854777735548961,1.382600161632332,2,2,5,-0.09414771811488414,1.051097879743761,3,1,0,Contested High,Mixed,3.0,3.0,
7321,Pre-press technicians,73,Handicraft & printing workers,227,0.7005,0.0,0.0793,0.40531569055759537,-0.6854777735548961,-0.6467297702042748,4,2,2,-0.3089639510671918,0.5053196392849717,3,0,0,Mixed,Mixed,,,
7322,Printers ,73,Handicraft & printing workers,506,0.396,0.0,0.2519,-0.7462308289462649,-0.6854777735548961,0.4010187976539314,2,2,4,-0.34356326828240985,0.5270828986793692,3,0,0,Mixed,Mixed,,,
7323,Print finishing and binding workers,73,Handicraft & printing workers,778,0.3409,0.0,0.1805,-0.954605913427916,-0.6854777735548961,-0.032406739687180615,2,2,3,-0.5574968088899975,0.3872098264072011,3,0,0,Mixed,Mixed,,,
7411,Building and related electricians,74,Electrical & electronics trades workers,2782,0.3533,0.0,0.0699,-0.9077120650146224,-0.6854777735548961,-0.7037913955685108,2,2,2,-0.765660411379343,0.10072355372735949,3,0,0,Mixed,Mixed,4.0,3.0,
7412,Electrical mechanics and fitters,74,Electrical & electronics trades workers,2088,0.3817,0.0,0.2234,-0.8003100251003051,-0.6854777735548961,0.22801280585810926,2,2,4,-0.41925833093236403,0.46008445231302963,3,0,0,Mixed,Mixed,4.0,3.0,
