model,scenario,taxonomy,location_code,location_name,code,code_label,employed,exposure,augmentation_share,automation_share,opportunity,risk,score_source,weight_source,crosswalk
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2269,"Tervishoiu tippspetsialistid, mujal liigitamata",907,0.2774,0.4742,0.5258,0.13154308,0.14585692,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2310,Ülikoolide ja kõrgkoolide õppejõud,4703,0.0932,0.4016,0.5984,0.03742912,0.05577088000000001,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2320,Kutseõpetajad,1654,0.2935,0.4364,0.5636,0.1280834,0.1654166,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2330,Gümnaasiumiõpetajad,5524,0.2424,0.4672,0.5328,0.11324928000000001,0.12915072000000002,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2341,Põhikooli (1.–9. klass) õpetajad,11026,0.2149,0.4603,0.5397,0.09891847,0.11598153,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2342,Koolieelse lasteasutuse õpetajad,7009,0.1908,0.478,0.522,0.09120239999999999,0.09959760000000001,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2351,Õppemetoodika tippspetsialistid,493,0.0,0.0,0.0,0.0,0.0,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2352,Eripedagoogid,1790,0.2053,0.4775,0.5225,0.09803075,0.10726925,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2353,Huvikoolide ja eratundide keeleõpetajad,247,0.2228,0.4048,0.5952,0.09018944,0.13261056,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2354,Huvikoolide ja eratundide muusikaõpetajad,1799,0.277,0.4603,0.5397,0.1275031,0.1494969,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2355,Huvikoolide ja eratundide kunstiõpetajad,536,0.1535,0.4899,0.5101,0.07519964999999999,0.07830035,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2356,Infotehnoloogia erakoolitajad,66,0.5264,0.4325,0.5675,0.22766799999999998,0.298732,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2359,"Pedagoogika tippspetsialistid, mujal liigitamata",2669,0.211,0.5198,0.4802,0.1096778,0.1013222,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2411,Raamatupidamise tippspetsialistid,7291,0.3296,0.6615,0.3385,0.21803039999999999,0.1115696,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2412,Finants- ja investeerimisnõustajad,651,0.4369,0.5571,0.4429,0.24339699000000004,0.19350301,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2413,Finantsanalüütikud,1776,0.5626,0.4904,0.5096,0.27589904,0.28670096,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2421,Juhtimis- ja organisatsioonianalüütikud,4664,0.4498,0.6283,0.3717,0.28260934,0.16719066,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2422,Strateegiate väljatöötajad,3045,0.148,0.4453,0.5547,0.06590439999999999,0.08209559999999999,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2423,Personali ja karjääri tippspetsialistid,1241,0.2648,0.6478,0.3522,0.17153743999999999,0.09326256,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2424,Töötajate koolituse ja täiendõppe tippspetsialistid,709,0.1451,0.7036,0.2964,0.10209236000000001,0.04300764,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2431,Reklaami ja turunduse tippspetsialistid,3969,0.5908,0.5364,0.4636,0.31690512,0.27389488,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2432,Avalike suhete tippspetsialistid,1185,0.1579,0.6297,0.3703,0.09942963000000002,0.05847037000000001,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2433,Tehnika- (v.a IKT) ja meditsiinitoodete müügi tippspetsialistid,1009,0.6043,0.4691,0.5309,0.28347712999999997,0.32082287,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2434,IKT-lahenduste müügi tippspetsialistid,599,0.5337,0.4468,0.5532,0.23845715999999997,0.29524284,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2511,Süsteemianalüütikud,3852,0.3436,0.5407,0.4593,0.18578451999999998,0.15781548,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2512,Tarkvaraarendajad,9633,0.3435,0.3314,0.6686,0.1138359,0.2296641,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2513,Veebi- ja multimeediaarendajad,572,0.3022,0.4604,0.5396,0.13913288000000001,0.16306712,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2514,Rakenduste programmeerijad,933,0.4665,0.3093,0.6907,0.14428845,0.32221155,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2519,"Tarkvara ja rakenduste arendajad ning analüütikud, mujal liigitamata",2067,0.3521,0.3873,0.6127,0.13636833,0.21573167000000001,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2521,Andmebaaside projekteerijad ja administraatorid,1027,0.3076,0.3913,0.6087,0.12036387999999999,0.18723612,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2522,Süsteemiadministraatorid,1613,0.272,0.234,0.766,0.06364800000000001,0.208352,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2523,Arvutivõrkude tippspetsialistid,230,0.4937,0.3906,0.6094,0.19283922,0.30086078000000005,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2529,"Andmebaasi ja arvutivõrgu tippspetsialistid, mujal liigitamata",751,0.4913,0.4111,0.5889,0.20197343,0.28932657,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2611,"Advokaadid, prokurörid ja kohtujuristid",1186,0.2818,0.3642,0.6358,0.10263156000000001,0.17916844,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2612,Kohtunikud,132,0.0,0.0,0.0,0.0,0.0,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2619,"Õigusvaldkonna tippspetsialistid, mujal liigitamata",1969,0.2823,0.4404,0.5596,0.12432492,0.15797508,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2621,Arhivaarid ja kuraatorid,580,0.0382,0.4451,0.5549,0.01700282,0.021197179999999996,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2622,Raamatukoguhoidjad jms teabe tippspetsialistid,1349,0.1462,0.3393,0.6607,0.049605659999999996,0.09659433999999999,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2631,Majandusteadlased,198,0.4468,0.3846,0.6154,0.17183927999999998,0.27496071999999994,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2632,"Sotsioloogid, antropoloogid jms tippspetsialistid",273,0.0613,0.7081,0.2919,0.04340653,0.017893469999999998,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2633,"Filosoofid, ajaloolased ja politoloogid",216,0.1371,0.8087,0.1913,0.11087277,0.02622723,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2634,Psühholoogid,848,0.19,0.5403,0.4597,0.102657,0.087343,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2635,Sotsiaaltöötajad ja nõustajad,2345,0.0414,0.5623,0.4377,0.02327922,0.01812078,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2636,Religioonivaldkonna tippspetsialistid,236,0.0745,0.2,0.8,0.0149,0.0596,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2641,Kirjanikud,265,0.1532,0.7176,0.2824,0.10993632,0.04326368,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2642,Ajakirjanikud,1185,0.0261,0.624,0.376,0.0162864,0.0098136,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2643,"Tõlkijad, tõlgid ja keeleteadlased",563,0.5636,0.6319,0.3681,0.35613884,0.20746115999999998,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2651,Kujutavad kunstnikud,290,0.0437,0.8633,0.1367,0.03772621,0.00597379,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2652,"Muusikud, lauljad ja heliloojad",1123,0.0258,1.0,0.0,0.0258,0.0,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2653,Tantsijad ja koreograafid,195,0.0,0.0,0.0,0.0,0.0,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2654,"Filmi-, teatri- jms lavastajad ja -produtsendid",515,0.1458,0.5693,0.4307,0.08300394000000001,0.06279606000000001,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2655,Näitlejad,283,0.0585,0.4444,0.5556,0.025997400000000004,0.0325026,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2656,"Raadio, televisiooni jms saatejuhid",237,0.1387,0.6314,0.3686,0.08757517999999999,0.051124819999999994,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,2659,"Loomingulised töötajad, mujal liigitamata",108,0.0329,0.3362,0.6638,0.01106098,0.021839019999999997,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,3111,Keemia- ja füüsikateaduste tehnikud,543,0.1461,0.6722,0.3278,0.09820842,0.04789158,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,3112,Ehitustehnikud,1946,0.2356,0.4922,0.5078,0.11596232000000001,0.11963768000000001,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,3113,Elektrotehniliste alade tehnikud,795,0.1622,0.3888,0.6112,0.06306336,0.09913664,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,3114,Elektroonikatehnikud,544,0.1858,0.3237,0.6763,0.060143459999999996,0.12565654,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,3115,Masinaehitustehnikud,2092,0.2772,0.5005,0.4995,0.1387386,0.1384614,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,3116,Keemiatööstuse tehnikud,116,0.2466,0.2149,0.7851,0.05299434000000001,0.19360566,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,3118,Joonestajad,587,0.0287,0.6111,0.3889,0.01753857,0.01116143,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,3119,"Füüsika- ja tehnikateaduste tehnikud, mujal liigitamata",616,0.3248,0.4334,0.5666,0.14076832,0.18403167999999998,derived,palgad_stat_ee_2025q4,direct
demirev_ai_products,2025q4_palgad_isco4,isco4,all,Kogu Eesti,3121,Kaevanduse töödejuhatajad,195,0.195,0.2187,0.7813,0.042646500000000004,0.1523535,derived,palgad_stat_ee_2025q4,direct
